state,year,model,c0,c0_c1,a,gde,rss,r2
MG,2018,Gau,270.3625,317.466,14.75,0.8516266308833073,274710.9879,0.6786
MT,2018,Gau,270.3625,317.466,14.75,0.8516266308833073,274710.9879,0.6786
MS,2018,Gau,270.3625,317.466,14.75,0.8516266308833073,274710.9879,0.6786
GO,2018,Gau,270.3625,317.466,14.75,0.8516266308833073,274710.9879,0.6786
PA,2018,Gau,270.3625,317.466,14.75,0.8516266308833073,274710.9879,0.6786
DF,2018,Gau,270.3625,317.466,14.75,0.8516266308833073,274710.9879,0.6786
