state,year,model,c0,c0_c1,a,gde,rss,r2
MG,2019,Sph,0.0435,0.0694,14.7,0.626801152737752,0.0061,0.8722
MT,2019,Sph,0.0435,0.0694,14.7,0.626801152737752,0.0061,0.8722
MS,2019,Sph,0.0435,0.0694,14.7,0.626801152737752,0.0061,0.8722
GO,2019,Sph,0.0435,0.0694,14.7,0.626801152737752,0.0061,0.8722
PA,2019,Sph,0.0435,0.0694,14.7,0.626801152737752,0.0061,0.8722
DF,2019,Sph,0.0435,0.0694,14.7,0.626801152737752,0.0061,0.8722
